id,species,genus,family,order,class,phylum,accession
MIDORI2_EU596658.1.<1.>841,Uroplatus lineatus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596658.1.<1.>841
MIDORI2_EU596659.1.<1.>835,Uroplatus lineatus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596659.1.<1.>835
MIDORI2_EU596657.1.<1.>839,Uroplatus lineatus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596657.1.<1.>839
MIDORI2_EU596656.1.<1.>840,Uroplatus lineatus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596656.1.<1.>840
MIDORI2_EU596662.1.<1.>836,Uroplatus malahelo,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596662.1.<1.>836
MIDORI2_EU596663.1.<1.>839,Uroplatus malahelo,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596663.1.<1.>839
MIDORI2_EU596669.1.<1.>801,Uroplatus phantasticus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596669.1.<1.>801
MIDORI2_EU596668.1.<1.>837,Uroplatus phantasticus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596668.1.<1.>837
MIDORI2_EU596667.1.<1.>846,Uroplatus phantasticus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596667.1.<1.>846
MIDORI2_EU596666.1.<1.>809,Uroplatus phantasticus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596666.1.<1.>809
MIDORI2_EU596664.1.<1.>809,Uroplatus phantasticus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596664.1.<1.>809
MIDORI2_EU596670.1.<1.>816,Uroplatus phantasticus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596670.1.<1.>816
MIDORI2_EU596665.1.<1.>771,Uroplatus phantasticus,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596665.1.<1.>771
MIDORI2_EU596682.1.<1.>829,Uroplatus sameiti,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596682.1.<1.>829
MIDORI2_OQ303766.1.<1.>234,Uroplatus sameiti,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_OQ303766.1.<1.>234
MIDORI2_EU596681.1.<1.>808,Uroplatus sameiti,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596681.1.<1.>808
MIDORI2_EU596685.1.<1.>882,Uroplatus sameiti,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596685.1.<1.>882
MIDORI2_OQ303768.1.<1.>202,Uroplatus sameiti,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_OQ303768.1.<1.>202
MIDORI2_EU596686.1.<1.>832,Uroplatus sameiti,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596686.1.<1.>832
MIDORI2_EU596683.1.<1.>872,Uroplatus sameiti,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596683.1.<1.>872
MIDORI2_OQ303827.1.<1.>234,Uroplatus sameiti,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_OQ303827.1.<1.>234
MIDORI2_EU596684.1.<1.>876,Uroplatus sameiti,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596684.1.<1.>876
MIDORI2_EU596680.1.<1.>820,Uroplatus sikorae,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596680.1.<1.>820
MIDORI2_EU596674.1.<1.>820,Uroplatus sikorae,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596674.1.<1.>820
MIDORI2_EU596676.1.<1.>817,Uroplatus sikorae,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596676.1.<1.>817
MIDORI2_EU596675.1.<1.>817,Uroplatus sikorae,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596675.1.<1.>817
MIDORI2_EU596672.1.<1.>822,Uroplatus sikorae,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596672.1.<1.>822
MIDORI2_EU596673.1.<1.>819,Uroplatus sikorae,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596673.1.<1.>819
MIDORI2_EU596678.1.<1.>818,Uroplatus sikorae,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596678.1.<1.>818
MIDORI2_EU596679.1.<1.>822,Uroplatus sikorae,Uroplatus,Gekkonidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU596679.1.<1.>822
MIDORI2_KJ484227.1.<1.>863,Garthia gaudichaudii,Garthia,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484227.1.<1.>863
MIDORI2_KJ484230.1.<1.>886,Garthia gaudichaudii,Garthia,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484230.1.<1.>886
MIDORI2_KJ484229.1.<1.>801,Garthia gaudichaudii,Garthia,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484229.1.<1.>801
MIDORI2_KJ484211.1.<1.>858,Homonota andicola,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484211.1.<1.>858
MIDORI2_KJ484213.1.<1.>845,Homonota borellii,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484213.1.<1.>845
MIDORI2_KJ484216.1.<1.>825,Homonota darwinii,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484216.1.<1.>825
MIDORI2_KJ484215.1.<1.>879,Homonota darwinii,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484215.1.<1.>879
MIDORI2_AB738953.1.1121.2095,Homonota fasciata,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AB738953.1.1121.2095
MIDORI2_KJ484218.1.<1.>891,Homonota fasciata,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484218.1.<1.>891
MIDORI2_KJ484219.1.<1.>900,Homonota rupicola,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484219.1.<1.>900
MIDORI2_KJ484220.1.<1.>901,Homonota rupicola,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484220.1.<1.>901
MIDORI2_MF278836.1.<1.>866,Homonota septentrionalis,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_MF278836.1.<1.>866
MIDORI2_KJ484222.1.<1.>815,Homonota taragui,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484222.1.<1.>815
MIDORI2_KJ484221.1.<1.>895,Homonota taragui,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484221.1.<1.>895
MIDORI2_KJ484223.1.<1.>874,Homonota uruguayensis,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484223.1.<1.>874
MIDORI2_KJ484225.1.<1.>880,Homonota whitii,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484225.1.<1.>880
MIDORI2_KJ484226.1.<1.>880,Homonota whitii,Homonota,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484226.1.<1.>880
MIDORI2_KJ914372.1.<1.106,Phyllodactylus darwini,Phyllodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ914372.1.<1.106
MIDORI2_AY763265.1.<1.>1114,Phyllodactylus hispaniolae,Phyllodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AY763265.1.<1.>1114
MIDORI2_KX495964.1.<1.>199,Phyllodactylus reissii,Phyllodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX495964.1.<1.>199
MIDORI2_KJ914374.1.<1.160,Phyllodactylus reissii,Phyllodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ914374.1.<1.160
MIDORI2_AY763267.1.<1.>1023,Phyllodactylus sommeri,Phyllodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AY763267.1.<1.>1023
MIDORI2_HQ896027.1.68.1025,Phyllodactylus unctus,Phyllodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_HQ896027.1.68.1025
MIDORI2_AY763264.1.<1.>1034,Phyllodactylus wirshingi,Phyllodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AY763264.1.<1.>1034
MIDORI2_AY763268.1.<1.>1137,Phyllodactylus wirshingi,Phyllodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AY763268.1.<1.>1137
MIDORI2_DQ852710.1.1.973,Phyllodactylus xanti,Phyllodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_DQ852710.1.1.973
MIDORI2_KJ484234.1.<1.>847,Phyllopezus pollicaris,Phyllopezus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ484234.1.<1.>847
MIDORI2_DQ852721.1.1.948,Phyllopezus pollicaris,Phyllopezus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_DQ852721.1.1.948
MIDORI2_PV265133.1.<1.>143,Ptyodactylus ananjevae,Ptyodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_PV265133.1.<1.>143
MIDORI2_AB661663.1.71.1036,Ptyodactylus guttatus,Ptyodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AB661663.1.71.1036
MIDORI2_KP858425.1.<1.>161,Ptyodactylus togoensis,Ptyodactylus,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KP858425.1.<1.>161
MIDORI2_JQ425055.1.42.985,Tarentola mauritanica,Tarentola,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JQ425055.1.42.985
MIDORI2_JQ425040.1.42.986,Tarentola mauritanica,Tarentola,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JQ425040.1.42.986
MIDORI2_JQ425059.1.42.985,Tarentola mauritanica,Tarentola,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JQ425059.1.42.985
MIDORI2_JQ425051.1.42.985,Tarentola mauritanica,Tarentola,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JQ425051.1.42.985
MIDORI2_JQ425058.1.42.985,Tarentola mauritanica,Tarentola,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JQ425058.1.42.985
MIDORI2_EU443255.1.71.1013,Tarentola mauritanica,Tarentola,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_EU443255.1.71.1013
MIDORI2_JQ425048.1.26.968,Tarentola mauritanica,Tarentola,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JQ425048.1.26.968
MIDORI2_JQ425042.1.43.983,Tarentola mauritanica,Tarentola,Phyllodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JQ425042.1.43.983
MIDORI2_KX778219.1.<1.960,Aristelliger barbouri,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778219.1.<1.960
MIDORI2_KX778223.1.<1.917,Aristelliger cochranae,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778223.1.<1.917
MIDORI2_KX778221.1.<1.930,Aristelliger expectatus,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778221.1.<1.930
MIDORI2_KX778202.1.<1.954,Aristelliger hechti,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778202.1.<1.954
MIDORI2_KX778197.1.<1.954,Aristelliger hechti,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778197.1.<1.954
MIDORI2_KX778196.1.<1.954,Aristelliger hechti,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778196.1.<1.954
MIDORI2_KX778193.1.<1.908,Aristelliger lar,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778193.1.<1.908
MIDORI2_KX778143.1.<1.949,Aristelliger praesignis,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778143.1.<1.949
MIDORI2_KX778146.1.<1.950,Aristelliger praesignis,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778146.1.<1.950
MIDORI2_KX778134.1.<1.950,Aristelliger praesignis,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778134.1.<1.950
MIDORI2_KX778123.1.<1.949,Aristelliger praesignis,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778123.1.<1.949
MIDORI2_KX778130.1.<1.948,Aristelliger praesignis,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778130.1.<1.948
MIDORI2_KX778152.1.<1.950,Aristelliger praesignis,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778152.1.<1.950
MIDORI2_KX778227.1.<1.954,Aristelliger reyesi,Aristelliger,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KX778227.1.<1.954
MIDORI2_AB612271.1.71.996,Gonatodes albogularis,Gonatodes,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AB612271.1.71.996
MIDORI2_KF017643.1.<1.>808,Lepidoblepharis xanthostigma,Lepidoblepharis,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KF017643.1.<1.>808
MIDORI2_DQ852720.1.1.965,Pristurus carteri,Pristurus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_DQ852720.1.1.965
MIDORI2_MK729475.1.<1.>204,Pristurus minimus,Pristurus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_MK729475.1.<1.>204
MIDORI2_MK729417.1.<1.>174,Pristurus minimus,Pristurus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_MK729417.1.<1.>174
MIDORI2_MK729435.1.<1.>187,Pristurus minimus,Pristurus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_MK729435.1.<1.>187
MIDORI2_MG182397.1.77.1030,Pristurus rupestris,Pristurus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_MG182397.1.77.1030
MIDORI2_KY023818.1.<1.>231,Pristurus rupestris,Pristurus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KY023818.1.<1.>231
MIDORI2_KY023398.1.<1.>199,Pristurus rupestris,Pristurus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KY023398.1.<1.>199
MIDORI2_KY023726.1.<1.>219,Pristurus rupestris,Pristurus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KY023726.1.<1.>219
MIDORI2_KY996814.1.74.1021,Quedenfeldtia moerens,Quedenfeldtia,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KY996814.1.74.1021
MIDORI2_KY996815.1.74.1020,Quedenfeldtia moerens,Quedenfeldtia,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KY996815.1.74.1020
MIDORI2_KY996816.1.75.1022,Quedenfeldtia trachyblepharus,Quedenfeldtia,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KY996816.1.75.1022
MIDORI2_KY996817.1.75.1022,Quedenfeldtia trachyblepharus,Quedenfeldtia,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KY996817.1.75.1022
MIDORI2_KY996813.1.69.1022,Quedenfeldtia trachyblepharus,Quedenfeldtia,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KY996813.1.69.1022
MIDORI2_KY996812.1.69.1020,Quedenfeldtia trachyblepharus,Quedenfeldtia,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KY996812.1.69.1020
MIDORI2_KF017634.1.<1.>805,Sphaerodactylus alphus,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KF017634.1.<1.>805
MIDORI2_KF017633.1.<1.>819,Sphaerodactylus alphus,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KF017633.1.<1.>819
MIDORI2_KF017635.1.<1.>820,Sphaerodactylus becki,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KF017635.1.<1.>820
MIDORI2_JX073108.1.<1.>796,Sphaerodactylus continentalis,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JX073108.1.<1.>796
MIDORI2_JX073107.1.<1.>796,Sphaerodactylus continentalis,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JX073107.1.<1.>796
MIDORI2_KF017636.1.<1.>817,Sphaerodactylus copei,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KF017636.1.<1.>817
MIDORI2_JX073114.1.<1.>798,Sphaerodactylus dunni,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JX073114.1.<1.>798
MIDORI2_AB612273.1.70.1023,Sphaerodactylus elegans,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AB612273.1.70.1023
MIDORI2_KF017637.1.<1.>819,Sphaerodactylus elegans,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KF017637.1.<1.>819
MIDORI2_JX073112.1.<1.>795,Sphaerodactylus guanajae,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JX073112.1.<1.>795
MIDORI2_JX073113.1.<1.>795,Sphaerodactylus guanajae,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JX073113.1.<1.>795
MIDORI2_JX073110.1.<1.>795,Sphaerodactylus leonardovaldesi,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JX073110.1.<1.>795
MIDORI2_JX073109.1.<1.>795,Sphaerodactylus leonardovaldesi,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JX073109.1.<1.>795
MIDORI2_JX073111.1.<1.>795,Sphaerodactylus leonardovaldesi,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JX073111.1.<1.>795
MIDORI2_KF017640.1.<1.>795,Sphaerodactylus millepunctatus,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KF017640.1.<1.>795
MIDORI2_JX073105.1.<1.>795,Sphaerodactylus millepunctatus,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_JX073105.1.<1.>795
MIDORI2_KF017642.1.<1.>794,Sphaerodactylus poindexteri,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KF017642.1.<1.>794
MIDORI2_DQ852713.1.1.948,Sphaerodactylus roosevelti,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_DQ852713.1.1.948
MIDORI2_KF017639.1.<1.>818,Sphaerodactylus rosaurae,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KF017639.1.<1.>818
MIDORI2_KF017638.1.<1.>819,Sphaerodactylus rosaurae,Sphaerodactylus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KF017638.1.<1.>819
"MIDORI2_AY753545.2.75.1020,75.1020",Teratoscincus keyserlingii,Teratoscincus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,"MIDORI2_AY753545.2.75.1020,75.1020"
MIDORI2_AB612275.1.76.1021,Teratoscincus microlepis,Teratoscincus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AB612275.1.76.1021
MIDORI2_MW491837.1.75.1022,Teratoscincus przewalskii,Teratoscincus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_MW491837.1.75.1022
MIDORI2_OL471044.1.75.1022,Teratoscincus przewalskii,Teratoscincus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OL471044.1.75.1022
MIDORI2_KP115216.1.70.1012,Teratoscincus roborowskii,Teratoscincus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_KP115216.1.70.1012
MIDORI2_DQ852714.1.1.945,Teratoscincus roborowskii,Teratoscincus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_DQ852714.1.1.945
MIDORI2_MT107158.1.75.1020,Teratoscincus roborowskii,Teratoscincus,Sphaerodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_MT107158.1.75.1020
MIDORI2_AF090175.1.<1.>670,Carphodactylus laevis,Carphodactylus,Carphodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AF090175.1.<1.>670
MIDORI2_AB679284.1.68.1031,Nephrurus amyae,Nephrurus,Carphodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AB679284.1.68.1031
MIDORI2_AF090174.1.<1.>663,Underwoodisaurus milii,Underwoodisaurus,Carphodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AF090174.1.<1.>663
MIDORI2_AB606969.1.73.1032,Bavayia robusta,Bavayia,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AB606969.1.73.1032
MIDORI2_OQ506627.1.74.1025,Correlophus ciliatus,Correlophus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OQ506627.1.74.1025
MIDORI2_AF090178.1.<1.>648,Diplodactylus vittatus,Diplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AF090178.1.<1.>648
MIDORI2_AB738943.1.574.1512,Diplodactylus vittatus,Diplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AB738943.1.574.1512
MIDORI2_OM910898.1.206.1161,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910898.1.206.1161
MIDORI2_OM910893.1.190.1147,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910893.1.190.1147
MIDORI2_OM910908.1.203.1159,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910908.1.203.1159
MIDORI2_OM910922.1.200.1157,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910922.1.200.1157
MIDORI2_OM910909.1.198.1155,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910909.1.198.1155
MIDORI2_OM910900.1.138.1095,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910900.1.138.1095
MIDORI2_OM910914.1.202.1159,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910914.1.202.1159
MIDORI2_OM910912.1.204.1161,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910912.1.204.1161
MIDORI2_OM910927.1.200.1157,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910927.1.200.1157
MIDORI2_OM910920.1.202.1159,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910920.1.202.1159
MIDORI2_OM910918.1.197.1154,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910918.1.197.1154
MIDORI2_OM910913.1.175.1132,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910913.1.175.1132
MIDORI2_OM910906.1.175.1131,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910906.1.175.1131
MIDORI2_OM910924.1.183.1140,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910924.1.183.1140
MIDORI2_OM910905.1.174.1129,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910905.1.174.1129
MIDORI2_OM910928.1.201.1157,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910928.1.201.1157
MIDORI2_OM910888.1.<341.1110,Hoplodactylus duvaucelii,Hoplodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OM910888.1.<341.1110
MIDORI2_AB738951.1.223.1155,Lucasium damaeum,Lucasium,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AB738951.1.223.1155
MIDORI2_AF090184.1.<1.>665,Oedura marmorata,Oedura,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AF090184.1.<1.>665
MIDORI2_AF090179.1.<1.>660,Oedura tryoni,Oedura,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AF090179.1.<1.>660
MIDORI2_AF090177.1.<1.>662,Pseudothecadactylus lindneri,Pseudothecadactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AF090177.1.<1.>662
MIDORI2_AF090176.1.<1.>646,Rhacodactylus leachianus,Rhacodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AF090176.1.<1.>646
MIDORI2_OR288172.1.281.1240,Rhacodactylus willihenkeli,Rhacodactylus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_OR288172.1.281.1240
MIDORI2_AF090181.1.<1.>655,Rhynchoedura ornata,Rhynchoedura,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AF090181.1.<1.>655
MIDORI2_AF090180.1.<1.>656,Strophurus intermedius,Strophurus,Diplodactylidae,Squamata,Lepidosauria,Chordata,MIDORI2_AF090180.1.<1.>656
MIDORI2_KJ004564.1.72.1017,Aprasia parapulchella,Aprasia,Pygopodidae,Squamata,Lepidosauria,Chordata,MIDORI2_KJ004564.1.72.1017
MIDORI2_AF090182.1.<1.>660,Delma fraseri,Delma,Pygopodidae,Squamata,Lepidosauria,Chordata,MIDORI2_AF090182.1.<1.>660
