species,genus,family,order,class,phylum,category,is_fish,is_contamination
Scarini sp. 121_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 122_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 123_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 124_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 125_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 127_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 128_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 129_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 12_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 130_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 13_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 144_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 145_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 146_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 14_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 156_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 157_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 158_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 159_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 15_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 160_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 162_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 163_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 165_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 167_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 169_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 16_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 170_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 171_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 172_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 173_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 174_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 175_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 176_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 177_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 178_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 179_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 17_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 180_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 181_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 182_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 183_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 18_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 19_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 1_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 20_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 21_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 23_2_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 24_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 25_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 26_2_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 27_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 28_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 29_2_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 2_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 30_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 31_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 32_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 33_R_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 34_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 35_Align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 36_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 37_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 38_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 39_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 3_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 40_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 41_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 42_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 43_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 44_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 45_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 46_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 46_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 47_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 48_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 49_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 4_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 50_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 51_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 52_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 53_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 54_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 55_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 56_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 57_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 58_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 59_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 5_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 60_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 61_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 63_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 64_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 65_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 66_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 67_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 68_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 69_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 6_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 70_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 71_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 72_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 73_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 74_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 75_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 76_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 77_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 78_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 79_R_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 7_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 80_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 81_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 82_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 83_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 83_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 85_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 86_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 87_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 88_R_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 89_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 8_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 90_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 92_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 93_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 94_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 95_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 96_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 97_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 98_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. 99_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F16_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F17_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F18_R_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F20_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F22_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F23_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F24_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F25_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F26_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F27_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F28_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F29_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F30_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F31_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F32_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F33_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F35_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F36_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F38_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F39_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F41_R_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F42_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F43_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F44_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F45_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F47_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F48_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F49_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F51_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F52_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F53_F_pc,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F54_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F55_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F59_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F60_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F61_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F62_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F64_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F65_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F66_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F67_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F68_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. F69_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scarini sp. V_align,Scarini,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartelaos gigas,Scartelaos,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartelaos histophorus,Scartelaos,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartelaos sp. sckw001-2015,Scartelaos,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartelaos sp. sckw002-2015,Scartelaos,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartelaos sp. sckw003-2015,Scartelaos,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartelaos sp. sckw004-2015,Scartelaos,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartelaos tenuis,Scartelaos,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartella caboverdiana,Scartella,Blenniidae,Blenniiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartella cristata,Scartella,Blenniidae,Blenniiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartella emarginata,Scartella,Blenniidae,Blenniiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartella itajobi,Scartella,Blenniidae,Blenniiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartella nuchifilis,Scartella,Blenniidae,Blenniiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Scartella poiti,Scartella,Blenniidae,Blenniiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
