species,genus,family,order,class,phylum,category,is_fish,is_contamination
Lepidotrigla cavillone,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla dieuzeidei,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla faurei,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla grandis,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla guentheri,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla hime,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla japonica,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla kanagashira,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla kishinouyi,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla longifaciata,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla longimana,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla marisinensis,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla microptera,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla modesta,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla mulhalli,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla multispinosa,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla papilio,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla punctipectoralis,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. 1 BOLD-2019,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. 2 BOLD-2019,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. ASIZP0913968,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. CEW0099,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. FNSIC086-11,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. FNSIC146-11,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. FNSIC157-11,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. FOAG312-08,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. FOAG315-08,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. KAUM I 63057,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. KKB-2015,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. LR-2016,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. NMMBP 1282,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. SK-2021,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. SepW-72-1,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla sp. XS-16,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla spinosa,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla vanessa,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidotrigla venusta,Lepidotrigla,Triglidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepidozygus tapeinosoma,Lepidozygus,Pomacentridae,,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepisosteidae intergeneric hybrids,Lepisosteidae,Lepisosteidae,Semionotiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepisosteus oculatus,Lepisosteus,Lepisosteidae,Semionotiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepisosteus osseus,Lepisosteus,Lepisosteidae,Semionotiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepisosteus platostomus,Lepisosteus,Lepisosteidae,Semionotiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepisosteus platyrhincus,Lepisosteus,Lepisosteidae,Semionotiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepisosteus sp. JLR-2017,Lepisosteus,Lepisosteidae,Semionotiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepisosteus sp. JTS-2012,Lepisosteus,Lepisosteidae,Semionotiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis aquilensis,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis aquilensis x Lepomis sp. Ouachita,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis auritus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis cyanellus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis cyanellus x Lepomis macrochirus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis gibbosus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis gulosus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis humilis,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis macrochirus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis marginatus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis megalotis,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis microlophus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis miniatus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis peltastes,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis peltastes x Lepomis megalotis,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis punctatus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis solis,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis solis x Lepomis megalotis,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. Ouachita,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. Ozark,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. Ozark x Lepomis aquilensis,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. Ozark x Lepomis megalotis,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0254,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0264,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0265,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0266,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0633,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0634,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0635,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0643,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0644,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0646,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0651,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0652,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0653,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0654,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0682,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0762,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0805,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0806,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0808,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH0809,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH1266,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis sp. SERCFISH1268,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepomis symmetricus,Lepomis,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepophidium brevibarbe,Lepophidium,Ophidiidae,Ophidiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepophidium entomelan,Lepophidium,Ophidiidae,Ophidiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepophidium jeannae,Lepophidium,Ophidiidae,Ophidiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepophidium negropinna,Lepophidium,Ophidiidae,Ophidiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepophidium profundorum,Lepophidium,Ophidiidae,Ophidiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepophidium staurophor,Lepophidium,Ophidiidae,Ophidiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporacanthicus galaxias,Leporacanthicus,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporacanthicus heterodon,Leporacanthicus,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporacanthicus joselimai,Leporacanthicus,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporacanthicus sp. L263,Leporacanthicus,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporacanthicus triactis,Leporacanthicus,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporellus vittatus,Leporellus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus acutidens,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus affinis,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus agassizii,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus altipinnis,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus amazonicus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus amblyrhynchus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus arimaspi,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus bahiensis,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus bahiensis complex sp. 3 JLR-2023,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus bahiensis complex sp. 4 JLR-2023,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus bistriatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus bleheri,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus boehlkei,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus britskii,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus brunneus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus copelandii,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus crassilabris,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus cylindriformis,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus desmotes,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus ecuadorensis,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus enyae,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus fasciatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus friderici,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus geminis,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus gossei,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus jamesi,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus jatuncochi,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus julii,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus lacustris,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus maculatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus melanopleura,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus melanopleurodes,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus microphthalmus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus multimaculatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus nigrotaeniatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus octofasciatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus octomaculatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus ortomaculatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus pachycheilus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus parae,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus paranensis,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus pearsoni,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus piau,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus reticulatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sidlauskasi,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus silvestrii,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. 2 BS-2024,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. 3 BS-2024,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. DC-2004,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. GSAS-2007,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. I-GIA:397,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. Lsp8,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. Lsp9,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448058,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448061,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448191,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448266,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448267,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448406,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448542,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448544,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448579,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448677,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448702,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448820,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448821,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448822,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448823,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448824,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448925,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448931,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448932,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448933,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448994,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 448998,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 449041,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 449114,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 449116,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. USNM FISH 449188,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus sp. o II-2023,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus steindachneri,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus taeniatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus tigrinus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus trimaculatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus tristriatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus unitaeniatus,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus vanzoi,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus venerei,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leporinus villasboasorum,Leporinus,Anostomidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptacanthichthys gracilispinis,Leptacanthichthys,Oneirodidae,Lophiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptagoniates steindachneri,Leptagoniates,Characidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptagonus decagonus,Leptagonus,Agonidae,Perciformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptatherina presbyteroides,Leptatherina,Atherinidae,Atheriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptatherina wallacei,Leptatherina,Atherinidae,Atheriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptaulopus damasi,Leptaulopus,Aulopidae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptaulopus erythrozonatus,Leptaulopus,Aulopidae,Aulopiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepthoplosternum altamazonicum,Lepthoplosternum,Callichthyidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepthoplosternum pectorale,Lepthoplosternum,Callichthyidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Lepthoplosternum tordilho,Lepthoplosternum,Callichthyidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptoancistrus canensis,Leptoancistrus,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobarbus hoevenii,Leptobarbus,Leptobarbidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobarbus hosii,Leptobarbus,Leptobarbidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobarbus melanopterus,Leptobarbus,Leptobarbidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobarbus melanotaenia,Leptobarbus,Leptobarbidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobarbus rubripinna,Leptobarbus,Leptobarbidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobarbus sp. NRM 51750,Leptobarbus,Leptobarbidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia bellacauda,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia brachycephala,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia citrauratea,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia elongata,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia guilinensis,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia hengyangensis,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia micra,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia microphthalma,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia paucipinna,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia pellegrini,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia posterodorsalis,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia punctata,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia rotundilobus,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia rubrilabris,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia sp. MVH-2017,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia sp. SSU-2017,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia sp. cyp552,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia sp. cyp553,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia taeniops,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Leptobotia tchangi,Leptobotia,Botiidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
